,user_name,created_at,attitudes_count,comments
229,羊葛莉,Sat Nov 21 18:00:37 +0800 2020,0,［承上>>你生活的环境应该满安稳的，对风险判断才能这么乐观；可是这份安稳，是真的整体秩序优良，还是你身为男性本身所处的优势呢？但无论是哪个，既然女性展露了“你认为没必要的恐惧”，大概率是因为她们面对了“你没感受到的威胁”，这时候说“很多枷锁是自己加的”，是否是种何不食肉糜呢？
230,羊葛莉,Sat Nov 21 17:56:40 +0800 2020,0,你好乐观呀！①撇除名誉问题，强奸带来的肉体伤害、被胁迫所带来的心理创伤、同时可能的抢劫和奸杀，每一个都很难不“过分害怕”；②“法定强奸行为”和“定罪率接近百分百”，都是和现实状况相差甚远的推断，更多的是不起诉、和解、缓刑…；③这样看来>>接续]
231,nmhszjj,Sat Nov 21 17:52:12 +0800 2020,0,害，看来你们小地方人真的会绕着男生走，领教了
232,如意红都,Sat Nov 21 17:51:05 +0800 2020,0,评论太精彩了，哈哈哈哈哈哈一个个咋都跳脚了呢，当初各种猥亵案强奸案告诫女生要怎么怎么穿衣服不要晚上出门的时候，是不是同一批人？
233,nmhszjj,Sat Nov 21 17:49:12 +0800 2020,0,你们乡下可能是吧，多去大城市看看
234,天狼星_Jephonatasia,Sat Nov 21 17:40:46 +0800 2020,0,虽然但是，博主这钩也太直了[允悲]
235,很酷的小鸡,Sat Nov 21 17:38:18 +0800 2020,0,君子不立危墙之下，所以就别靠近女人啊[赞]
236,畮一天下,Sat Nov 21 17:34:14 +0800 2020,0,装你爹的外宾呢 肛生子智商就是不行
237,拳师终结者X5,Sat Nov 21 17:28:30 +0800 2020,0,你之前担心的无非就是qj，其实如果不把被性侵当做耻辱的话，那真的没必要过分害怕。和醉酒后女性发生性行为，是法定的qj行为，报警的定罪率基本接近百分百。一晚上换3年，有几个男人会去做呢？说白了，不用束缚自己，怎么高兴怎么来，真遇到突发事件，报警就是了。人的很多枷锁是自己加的
238,拳师终结者X5,Sat Nov 21 17:25:42 +0800 2020,0,1 我认为被无缘无故的冤枉的可能性其实非常低，清华学弟的确运气不好，但你运气不好也可能遇到别的事。你吃饭也可能噎死，但你不可能不吃饭啊。过度担心小概率的事件，只会造成无畏的焦虑，过度焦虑反而降低生活品质。
239,清青浅,Sat Nov 21 17:21:52 +0800 2020,0,男的贡献98%以上的犯罪率来拿不到2%的女性来共沉沦，笑死我了，还百分之百。自欺欺人学得666！
240,羊葛莉,Sat Nov 21 17:10:47 +0800 2020,0,一方面我完全同意你的说法，同时也希望你去说给不认同这个说法的人听；另一方面又发现，确实，如果你认为进局子15天、以及被认为是性骚扰犯，都是你承担的起的风险的话，那么你确实不用在意这些条条框框。因此，你对清华学弟应该也不会有太多的抱不平？因为这也只是他选择的风险之一（我猜的，对吗？）
241,泄火专用号,Sat Nov 21 17:07:40 +0800 2020,0,评论让人大开眼界，绝
242,骂我一次你爸头七一次,Sat Nov 21 17:03:59 +0800 2020,0,你自爱点别随便靠近女人，女人怎么诬告你？
243,拳师终结者X5,Sat Nov 21 17:03:07 +0800 2020,0,你做任何事情都是有风险的，如果认为能承担风险就去做，不能承担就不做。其实中国的治安是很好的，过度的焦虑原来就没必要，如果被侵犯，那就去报警，被性侵也不必羞耻，这是犯罪者的错误，而不是受害者的。这才是正常的心态，而不是过度焦虑束缚自己。
244,骂我一次你爸头七一次,Sat Nov 21 17:02:59 +0800 2020,0,君子不立危墙之下  这不是男屌训女人最拿手的吗？怎么男屌这么双标吗？[吐]
245,真嗣人,Sat Nov 21 17:01:40 +0800 2020,0,多准备几个号哦？
246,羊葛莉,Sat Nov 21 16:56:40 +0800 2020,0,⒊最后我相信，你可能会觉得无论如何，这些条条框框就是限制了人，那我必须很诚恳的说，女性为了让自己不要成为受害人，也很努力地限缩了自己的自由：不能独自和男性共处一室、晚上不能单独出门、聚餐游玩不能喝酒、和异性相处不能太开心也不能不开心……女性也想好好生活，可是就算我们这么做>>接续］
247,羊葛莉,Sat Nov 21 16:50:43 +0800 2020,0,⒉可是对于许多女性、甚至更多男性犯罪者而言，这就是有实质意义的要求了，你不能因为你自己不会杀人抢劫，就反对法律对犯罪的惩戒吧；如果你自认为是个好人，那为什么要因为对坏人的限制，而感到焦虑呢？
248,羊葛莉,Sat Nov 21 16:49:51 +0800 2020,0,⒈对你来说，社交媒体放大低几率事情”，代表了你平常不是会骚扰女性的人对吧？那很好，代表这些条条框框束缚不到你，你只是直觉地不喜欢“被限制的感觉”，但其实你不用担心“被限制的事实”；
249,嗯嗯嗯嗯嗯你说的都对呢,Sat Nov 21 16:43:45 +0800 2020,0,[偷笑]别穿这么暴露可是政治正确啊 上了很多搞笑，课本的 所以博主说的也没错
250,炼狱-夺魄,Sat Nov 21 16:43:36 +0800 2020,0,是的，男领导，男经理，男教授尽量避免招收女性下属，女学生。能省很多麻烦。这个看boss是男女了
251,浪味仙好难吃,Sat Nov 21 16:40:17 +0800 2020,0,"女人很危险,都离女生远一点！真男人就干男人[haha]"
252,小钱烨,Sat Nov 21 16:39:34 +0800 2020,0,你们继续加油[酷]
253,Keepgrindin-,Sat Nov 21 16:37:32 +0800 2020,0,为什么我追求自己的利益会毁掉我？即使方式不对，我一不犯法而不杀人，请问怎么毁掉我？男人怎么这么喜欢教育人啊？奇奇怪怪的。
254,古早味全糖去冰加奶盖,Sat Nov 21 16:35:24 +0800 2020,0,为女性发声吗哈哈哈哈哈哈这可是为男性发声！您看看第一行的说给男孩？全是为了男生好，生怕男孩们被诬陷，我这么喜欢男的，我可不舍得！以及，我什么智商就不劳您担心啦～您上来就说“这么麻烦”，倒是蛮建议做个公德检测，再次心疼985，高等教育培养了半天，基本尊重都做不到～
255,伊清氏,Sat Nov 21 16:33:26 +0800 2020,0,所以男的不要穿露太多的衣服裤子，露肉是想说明你要骚扰别人吗？晚上别出门，黑天出门你就是想犯罪。白天出门别一个人，独自出门谁知道你干了啥。别跟陌生女性说话，否则你就是想动手……男的要是天天好好蹲家里，除了你妈还有谁会揍你？
256,小钱烨,Sat Nov 21 16:30:30 +0800 2020,0,你这逻辑太…太……感人了。抽空去做个智商测试吧。
257,小钱烨,Sat Nov 21 16:28:54 +0800 2020,0,不容易在这条微博下看到理中客[作揖] 煽动性别对立非蠢即坏。包括这条看似“理性”的微博主张，看似为女性发声，但背后是非常严重的底层逻辑错误。这种声音一旦壮大真的对女性更好吗？不会，结果只会更加阻碍女性的正当权益，原因我已经论证过。
258,橙花记忆,Sat Nov 21 16:28:37 +0800 2020,0,是的，君子不立危墙之下，离女孩远一点
259,古早味全糖去冰加奶盖,Sat Nov 21 16:27:44 +0800 2020,0,1????个简单的反推 不录用男的也可以呀哈哈哈哈哈哈哈哈
260,橙花记忆,Sat Nov 21 16:26:35 +0800 2020,0,挺好的，全男社会一代灭亡，造福人类。
261,古早味全糖去冰加奶盖,Sat Nov 21 16:24:42 +0800 2020,0,谢谢985本硕给俺补课！不愧是您！您都知道证明不了是真的那就是诬陷了，那您一开始设想的那情况能成真吗哈哈哈哈哈哈哈哈哈哈哈
262,炼狱-夺魄,Sat Nov 21 16:24:01 +0800 2020,0,尽量避免接触就可以，如不录用女性
263,坨坨和条条还有菜菜,Sat Nov 21 16:23:30 +0800 2020,0,但凡你的同性能多点人达到道德及格，也不至于让女性人人自危了。看到PO主这几条指南急得跳脚大骂的，都是那些自己做不到的，四舍五入说一句这样的男人都是潜在的性犯罪者不过分吧。
264,小钱烨,Sat Nov 21 16:19:37 +0800 2020,0,哟，我还以为是哈弗大神前来训诫我的学历问题呢，原来不是哈，想从我这通过学历打击我结果被打脸了呢。
265,懒猫不洗澡,Sat Nov 21 16:18:39 +0800 2020,0,啊，这个不是嘲讽么？我看也没人把这个当标准来吧。平时见到不少不同性别互开嘲讽的，确实有时候觉得被冒犯不过也知道就口嗨一下就完了。其实你这样也好，无论什么性别感觉到被冒犯就一定要掰扯清楚，不同的观点都说明白。
266,小钱烨,Sat Nov 21 16:17:20 +0800 2020,0,哈哈哈哈哈哈，这法律逻辑太感人了，诬陷罪我不需要去证明你诬陷我的是假的，而是一旦你证明不了你诬陷的是真的 那你就是诬陷，举证权还是在你那。没事真的看点书吧，球球了。
267,坨坨和条条还有菜菜,Sat Nov 21 16:16:38 +0800 2020,0,就是因为这些人自己做不到当人的基本道德准则，才会急得跳脚啊。
268,黄泉引路人u,Sat Nov 21 16:16:01 +0800 2020,0,上过大学说叼话？有脑子没脑子？
269,古早味全糖去冰加奶盖,Sat Nov 21 16:14:56 +0800 2020,0,谁主张谁举证，我主张被性骚扰当然我举证。您主张被诬告那是谁举证呢？
270,116lines,Sat Nov 21 16:13:37 +0800 2020,0,你是复读机吗
271,乌魔多呀,Sat Nov 21 16:05:30 +0800 2020,0,不如直接剁了你们的屌世界就太平了[嘻嘻]
272,松松啊散散,Sat Nov 21 16:03:20 +0800 2020,0,真要变成这样，我绝逼躲得好好的，不像某些母人，嘴上喊着好可怕好可怕，还不是出去玩的飞起？你没出过门么？咋还没碰到犯罪分子呢？？
273,小钱烨,Sat Nov 21 16:02:21 +0800 2020,0,当然心疼985，需要和你们这些低智儿去解释什么叫“底层逻辑错误”[微笑]。举个例子你说的避免男性被诬陷就是非常严重的法律逻辑底层错误，因为说骚扰的是你们，是你们需要提供证据证明骚扰存在，而不是男性需要证明骚扰不存在。当然，我可以理解你理解不了这个东西，对你的脑子来说确实有点太难了。
274,mouse1a-nian,Sat Nov 21 16:00:19 +0800 2020,0,评论真精彩 笑yue了哈哈哈哈哈哈哈哈哈哈
275,松松啊散散,Sat Nov 21 15:59:43 +0800 2020,0,那那个血衣的案子为啥判刑一年多？？碰你一下就强奸？看一眼就猥亵？这么金贵不在家藏好了出来干嘛呢[嘻嘻]
276,古早味全糖去冰加奶盖,Sat Nov 21 15:56:41 +0800 2020,0,哈哈哈哈哈哈哈哈哈哈985本硕就这吗??心疼985。您放眼全球，哪个国家性骚扰是靠单方面证言定罪的，您当法律法规是摆设吗哈哈哈哈哈哈诬告要真像您说的这么简单，那我直接建议所有男性别出门了，呆家里最安全。（家里还不能有女友或妻子
277,松松啊散散,Sat Nov 21 15:54:05 +0800 2020,0,那你快让这样的生活来吧[可怜]，梦里啥都有
278,小钱烨,Sat Nov 21 15:52:09 +0800 2020,0,设身处地想一下你就知道她说这个有多扯淡了，假如你叫下级来办公室汇报工作，批评了他几句，甚至要开除他，完了诬陷你性骚扰，你怎么自证清白？你怎么保持距离？难道每次工作都要请个第三方法律人士在场作证吗？站在领导的角度怎么看这些问题？就两字：麻烦。招个男员工屁事没有，这变相阻碍女性工作。
279,转运布布丁,Sat Nov 21 15:49:06 +0800 2020,0,有理有据，建议推广[并不简单]
280,小钱烨,Sat Nov 21 15:46:49 +0800 2020,0,相互尊重，这没问题，也是应该的。但是她说避着女性，保持距离，她写的有一句话叫作“免得到时候没人证明你清白”，这是非常严重的法律逻辑错误，为什么需要男性去自证清白？谁主张谁举证啊。而且深远了说社会真要按她说这个玩法，女性求学求职将无比困难，因为诬陷很简单，自证清白很难。
281,殺死薩羅特,Sat Nov 21 15:45:17 +0800 2020,0,可是男孩子就是更容易被人误解也是事实啊[可怜]让你们保护好自己自证清白怎么不听呢，还不是为了你们好
282,坨坨和条条还有菜菜,Sat Nov 21 15:41:33 +0800 2020,0,对，我觉得男人确实该保留行驶这些事情的权利，尤其是喜欢强操男人的男人。那些男人没事就用言语骚扰你，公共拥挤场合故意靠近你，用他的鸡儿顶在你菊花洞，在电梯上站在你背后盯着你的屁股撸管然后射你一屁股，对你口嗨，就算你不同意也要把你压在地上用力的操。
283,懒猫不洗澡,Sat Nov 21 15:41:31 +0800 2020,0,不太明白为什么这么多男性着急。上面说的，我身边的普通男性本来就能做到啊，不开黄腔，对人保持尊重和距离。他们也不会觉得被冒犯。
284,拳师终结者X5,Sat Nov 21 15:41:19 +0800 2020,0,人和人是不同的，你把所有男人当成一个人这逻辑就有问题。这可能是两波不同的人。其次，她的建议本身就是限制人身自由的行为，只要不违法，每个人有权利按照的自己的意志生活。至于所谓的构陷风险，现实中非常低，你甚至连走路吃饭也是有风险的。如果什么都不做，你活着还有什么意思
285,升阳帝国天下无敌,Sat Nov 21 15:40:27 +0800 2020,0,完全支持
286,升阳帝国天下无敌,Sat Nov 21 15:37:14 +0800 2020,0,嗯。以后这样，男性成立的公司只招男性，女性成立的只招女性。非常完美
287,坨坨和条条还有菜菜,Sat Nov 21 15:35:24 +0800 2020,0,好家伙，您这还未卜先知呐。
288,两羊迁徙J,Sat Nov 21 15:32:52 +0800 2020,0,你们平时对女性可不是这么说的。男人犯罪，你们却各种限制女性的自由、构陷女性的行为。而这篇建议只是最基本该遵守的礼节而已，然而你却要“保留自己性骚扰女性的权利”。
289,赤练仙子S3,Sat Nov 21 15:32:06 +0800 2020,0,带好贞操锁，裹小脚，才是好男人啊！
290,两羊迁徙J,Sat Nov 21 15:29:41 +0800 2020,0,女孩们从小到大不都被这么教育的吗？你来装外宾了？
291,真嗣人,Sat Nov 21 15:27:16 +0800 2020,0,哦？先动脏话的可不是我哦？举报算是我遵守规则的合法权利哦？
292,坨坨和条条还有菜菜,Sat Nov 21 15:25:43 +0800 2020,0,害，这哪需要女的写啊。另外麻烦你们这些偷换概念的人先搞清一件事，男的被误会了被诬告了是民事纠纷，强奸和性骚扰是刑事案件，吧这个混为一谈总让人觉得你智商欠费。
293,两羊迁徙J,Sat Nov 21 15:24:00 +0800 2020,0,这是为男性好啊。你太敏感了。
294,小钱烨,Sat Nov 21 15:22:52 +0800 2020,0,鼓励女领导别招男的，大力支持。[doge]
295,坨坨和条条还有菜菜,Sat Nov 21 15:19:51 +0800 2020,0,碰到别人给别人道歉不是基本常识吗？心里没鬼碰到了别人道个歉怕个金针菇啊？
296,小钱烨,Sat Nov 21 15:16:15 +0800 2020,0,985本硕，你呢？
297,小钱烨,Sat Nov 21 15:16:03 +0800 2020,0,加油[微笑]
298,想要一只猫猫头,Sat Nov 21 15:09:26 +0800 2020,0,因为会被诬告，君子不立于危墙之下[doge]
299,坨坨和条条还有菜菜,Sat Nov 21 15:08:47 +0800 2020,0,狗屁的丛林法则，脑子不好才喜欢偷换概念，诬告属于民事纠纷，强奸和猥亵是刑事案件。两个事情放一起有可比性？
300,坨坨和条条还有菜菜,Sat Nov 21 15:08:38 +0800 2020,0,对，就应该只让男的出门，这样喜欢强奸男人的男人才有机会尾随你这种小骚狗，在公车上摸你屁股和牙签，在晚上人少的地方用他们的大鸡儿操你烂菊花操到你死。[太开心]这种生活感觉你一定很喜欢。
301,喜马拉雅的钟声,Sat Nov 21 15:03:53 +0800 2020,0,博文写得挺好的。评论区真是大型蛆窝现场。
302,Baneslayer2018,Sat Nov 21 14:53:15 +0800 2020,0,点开主页一看果然是幕刃，蝈衄一个个又把人家护士干的事情给自己脸上贴金。
303,四次元伏特加样本,Sat Nov 21 14:52:03 +0800 2020,0,笑飞了
304,Baneslayer2018,Sat Nov 21 14:51:33 +0800 2020,0,冲啊，有什么关系？你这种贪生怕死的就别来丢人现眼了。
305,夏卡突然想到-,Sat Nov 21 14:41:14 +0800 2020,0,这特么不是每个女孩子被要求 被警告的日常么？怎么，到男人这，就完全行不通了呢，男人就该有骚扰女孩子的特权是么？我觉得像清华学姐在性骚扰这方便敏感处理的女孩子越多越好，不要让猥琐男觉得性骚扰无罪 不用付出任何代价！
306,降大雷,Sat Nov 21 14:39:52 +0800 2020,0,哇，好多蛆
307,拳师终结者X5,Sat Nov 21 14:31:33 +0800 2020,0,从理论来说，你做什么事都是有风险的。为了新闻上那些极低概率的事件，去改变自己生活根本没必要，太在意新闻只会让自己变得过度敏感，反而让生活质量降低，这是没必要的。
308,黄泉引路人u,Sat Nov 21 14:30:21 +0800 2020,0,这样抗疫男的就可以冲在第一个了[太开心]
309,轻鸢织梦,Sat Nov 21 14:28:29 +0800 2020,0,[赞][太开心]奈斯
310,黄泉引路人u,Sat Nov 21 14:28:21 +0800 2020,0,上过高中吗
311,黄泉引路人u,Sat Nov 21 14:26:25 +0800 2020,0,你?? 钓到了，?? 也没了
312,黄泉引路人u,Sat Nov 21 14:25:31 +0800 2020,0,这不是家教吗，为什么会有人针对这个提出疑问
313,毫無保留的清醒,Sat Nov 21 14:24:42 +0800 2020,0,啊这？哪里侵犯了他们的名誉啊[疑问]
314,风停了再出发,Sat Nov 21 14:22:17 +0800 2020,0,明明是善意的提醒，也能被歪曲成威胁，你们直男就是太敏感了。
315,黄泉引路人u,Sat Nov 21 14:21:34 +0800 2020,0,你碰到了别人为什么不先道歉？看来脑子没有家教也没有
316,鹿耳DE,Sat Nov 21 14:20:37 +0800 2020,0,原谅宝出来的时候没有男人争取被曝光的女孩的人权，警察要公布嫖娼者的信息的时候一堆男人为他们争取人权。女孩出事的时候，一堆人规训女孩不要这样不要那样，现在为了防诬告约束男人的行为，有人蹦出来说这限制了他们的人权。
317,黄泉引路人u,Sat Nov 21 14:20:03 +0800 2020,0,你急了你急了你急了
318,风停了再出发,Sat Nov 21 14:19:52 +0800 2020,0,因为你们男性群体中的部分成员已经写得太多了啊，颠来倒去就是那些话，说是善意，为女生好，好多女生都能背了，博主再这么做岂非多此一举。在有男性被冤枉的情况下，博主也出于同样的善意，专门写文告诉男生如何防止诬告，真正的好男孩应该能理解的啊！
319,嘤嘤嘤vvvv,Sat Nov 21 14:18:59 +0800 2020,0,各种深夜绑架qj鲨女案，明明伤害的是女性，却要女性不走夜路？而且你默认男的是经理女的是员工，如果是女经理为了保持距离，这算不算是男性求学求职路上的阻力啊。直接别招男的啥事没有。
320,RavenclawCC,Sat Nov 21 14:17:56 +0800 2020,0,怎么会被坑？说不生就不生，你以为说谎啊，说谎就剥夺抚养权怎么样？（开个玩笑）一定要生的话当然是强制男性放产假来平衡了，生孩子是一件很痛苦的事需要漫长的恢复期，不放假是让人死？男的到底懂不懂啊，就跟你得了个良性肿瘤差不多，公司说割了赶紧来，放个屁假，差不多就是这样
321,Baneslayer2018,Sat Nov 21 14:17:04 +0800 2020,0,居然是友军，给我穿上敌人的衣服埋了吧。
322,Baneslayer2018,Sat Nov 21 14:16:25 +0800 2020,0,阿这，居然是友军，给我穿上敌人的衣服埋了吧。
323,_麻辣珍珠奶茶_,Sat Nov 21 14:14:32 +0800 2020,0,哈哈哈
324,PDMD亚洲抖M博士组织,Sat Nov 21 14:12:22 +0800 2020,0,可选全母
325,再见_名侦探,Sat Nov 21 14:12:19 +0800 2020,0,你收境外势力的钱挑动男女对立，宣扬男女分校以后男孩在男校被猥亵仅仅是男性内部利益纠纷别人管不着，有意迫害祖国下一代的男孩不让别人替被性侵的男孩发声！你收境外势力的黑钱来迫害我国男孩的基本人权有没有想过你儿子以后上男校被猥亵无处求助？@共青团中央 http://t.cn/A6GHLD5L
326,鹿耳DE,Sat Nov 21 14:10:17 +0800 2020,0,出轨只是犯了全天下男人都会犯的错而已，男人都是有生理需求的，这些话不是你们自己说的吗？女生出事就是女生不知道好好保护自己，就是立危墙之下。你们不断说自己是危墙，说自己品行有缺，我们信了，怎么又开始怪我们了呢？
327,拳师终结者X5,Sat Nov 21 14:10:16 +0800 2020,0,我不杀人不放火，不残害，造谣别人，怎么就是哈巴狗了？为了新闻上那些小概率事件发神经，影响自己生活的人，才是蠢狗。
328,阿夏说不如归去,Sat Nov 21 14:09:30 +0800 2020,0,这不就告诉你君子不立危墙之下嘛，没说你不是君子啊，这不是假设你是君子你该怎么办的指南吗，为什么有些男的这么敏感
329,GARIGARIKUN,Sat Nov 21 14:07:12 +0800 2020,0,建议斯文??团队不要总是叫你们的捧哏的号用评论区这种整齐划一的句式了，刻意把名字挂在开头舔的味儿太重知道吗？业务上多用点心业绩才上的去懂吗？
330,小辣椒式新时代女性,Sat Nov 21 14:06:41 +0800 2020,0,这不是基本的社交礼仪吗，连这些都做不到家教是有多差[挖鼻]
331,再见_名侦探,Sat Nov 21 14:05:35 +0800 2020,0,你在这搞性别对立收拜登钱了？你想搞男校还不让别人替小男孩发声，不就是想让小男孩被性侵猥亵求助无门迫害祖国下一代？你这么仇男你爸你爷爷不是男的？你儿子上男校活该被猥亵？你当全尸之前先做个人，境外势力的脏钱花的开心吗？
332,叫我起床吃早饭,Sat Nov 21 14:00:14 +0800 2020,0,你就是条流脓的哈巴狗
333,维垂佑钦lalala,Sat Nov 21 13:54:39 +0800 2020,0,性骚扰的男性是男性和女性的敌人，诽谤的女性是男性和女性的敌人，犯罪者是所有人的敌人，和性别无关。
334,入江直树是理想型,Sat Nov 21 13:54:38 +0800 2020,0,害我们都被教育了几千年了都懂的，倒是你们还不太明白这个指南，注意一下管好自己吧，毕竟君子不立危墙之下
335,赫连墨漾,Sat Nov 21 13:53:57 +0800 2020,0,哎呀 他要是保持和女人一米五以上的距离或者在家不出门就不会遇到这样的危险啦 我们也是为了他好的 毕竟谁也不知道外面的女人谁是坏蛋丫 不能控制坏女人不就只能保护好自己了嘛
336,-陆-明-渊-,Sat Nov 21 13:46:37 +0800 2020,0,xs，录音里都是急于确认关系没有征求同意了，还不是强奸呢？你会不会就是给梁邮寄刀片的帮凶？
337,我叫王雨晴,Sat Nov 21 13:46:09 +0800 2020,0,谁是贱畜？这个口气骂另一个性别，比性别歧视更加可怕。
338,炼狱-夺魄,Sat Nov 21 13:45:03 +0800 2020,0,所以警方给的调查结论是什么？有没有强奸的事实？
339,社会主义新时代女德,Sat Nov 21 13:44:42 +0800 2020,0,怎么的 我把你们女拳的话重复一遍就不认账了？
340,炼狱-夺魄,Sat Nov 21 13:43:53 +0800 2020,0,正确做法就是层主说的报警，警方介入来调查证据。如果有诬陷的不要怂和息事宁人。引发舆论来搞名誉诬陷这事是不能退让的
341,-陆-明-渊-,Sat Nov 21 13:42:36 +0800 2020,0,怎么的我把男人对女人说的话对男人说了你就开始跳脚了？贱不贱啊？
342,-陆-明-渊-,Sat Nov 21 13:42:03 +0800 2020,0,不想被造谣就别说话啊[摊手]
343,-陆-明-渊-,Sat Nov 21 13:41:27 +0800 2020,0,不想被诬告就别出门啊
344,社会主义新时代女德,Sat Nov 21 13:41:07 +0800 2020,0,为了不被强奸就守妇道别出门裹小脚啊[摊手]
345,-陆-明-渊-,Sat Nov 21 13:40:17 +0800 2020,0,[摊手]为了不被造谣就别出门啊
346,Becky_在南极,Sat Nov 21 13:40:08 +0800 2020,0,其他男性物理伤害女性、诬陷女性卖淫的案件倒没看男人网暴的那么欢，果然涉及到自身利益时才会群起而攻。作为一个吃着出身红利的人，看你们像生气的小狗一样乱咬人的样子真的很有意思。仇女风气刮的再狠一点呗，最好让每个女人都看道就算给男人生子在他们眼中也还是异类[微笑]快进到女人灭亡男人再灭亡
347,GARIGARIKUN,Sat Nov 21 13:39:43 +0800 2020,0,斯文??跑到别人微博下留言还要自带几个狗腿子的样子还是挺好笑的[二哈]
348,社会主义新时代女德,Sat Nov 21 13:39:22 +0800 2020,0,女人就是潜在造谣犯，我为什么要信？
349,又佛又炸脾气差,Sat Nov 21 13:39:19 +0800 2020,0,明明只是尊重女性的行为只不过被列出来就有那么多蝻人跳脚，由此可见多少男人内心都想在某些时候揩揩油“不摸白不摸”。你们把自己列入将来可能的恶臭男的队列中当然觉得这些都不合理。我男朋友生活中遇到女性都是离的远远的，哪怕在超市结账都尽量选择前面没有女性的队伍，这就是差距[微笑]
350,何夜择明,Sat Nov 21 13:39:15 +0800 2020,0,[干杯]！
351,小钱烨,Sat Nov 21 13:38:45 +0800 2020,0,是啊，明明被冤枉的是男性，却要男性自证清白？像你说的要男性主动保持距离，那也行啊，到时办公室肯定是不能叫女博士去讨论科研问题了，总经理办公室也不能叫女员工去安排工作了，毕竟这些地方都没监控，女的张张嘴一番诬陷，却要男的自证清白。这什么鬼逻辑，你们使劲加油，为女性求学求职制造阻力。
352,-陆-明-渊-,Sat Nov 21 13:38:43 +0800 2020,0,[摊手]男人本来就是潜在的杀人犯强奸犯纵火犯，我为啥不信男的做过这种事？
353,-陆-明-渊-,Sat Nov 21 13:38:03 +0800 2020,0,xs还真信呢，帮女方维权的人微博被投诉侵犯他名誉权，知道啥意思嘛就是罗冠军他做了但是不许别人说
354,小钱烨,Sat Nov 21 13:35:00 +0800 2020,0,985本硕，劳您操心了。
355,又佛又炸脾气差,Sat Nov 21 13:34:24 +0800 2020,0,确实是这样。这些都是男人们要求女性的，他们有什么不能做到的
356,又佛又炸脾气差,Sat Nov 21 13:33:50 +0800 2020,0,[good]
357,熊皛白,Sat Nov 21 13:33:21 +0800 2020,0,男的没资格决定，男的也没能力生孩子，所以之前那些被堕胎的女婴都是被自己的妈妈给……嘿嘿嘿
358,炼狱-夺魄,Sat Nov 21 13:31:47 +0800 2020,0,有钱有选择那完全可以啊。有钱就可以[doge][doge][doge]但是这个案件来讲，在清华学姐公布学弟个人信息，表态要让他社会性死亡的那时候两个人就没有退路了。舆论起来了也不由两个当事人意愿决定了。清华学姐的社会性死亡也是咎由自取。也给社会，企业，学校一个警醒。招聘女下属的时候小心谨慎一些。
359,信仰之域,Sat Nov 21 13:31:16 +0800 2020,0,罗冠军了解一下，哪怕警方都辟谣，一说起这个，周围人第一时间反应就是那个被曝光的强奸犯啊，背景真厉害都给压下去。[疑问]
360,汉韵东方,Sat Nov 21 13:30:05 +0800 2020,0,还是那句话没有女员工等于没有强奸希望各位老板谨记在心
361,南卡杰斯,Sat Nov 21 13:29:32 +0800 2020,0,那你就活该被当流氓，不论对方是男是女
362,姜小树苗,Sat Nov 21 13:28:22 +0800 2020,0,也许是吧，但你们有资格决定吗？男人有子宫？能生孩子？
363,咸鱼也要往上游,Sat Nov 21 13:28:14 +0800 2020,0,君子不立危墙之下，自己洁身自好别人抓不到把柄还怕仙人跳？
364,姜小树苗,Sat Nov 21 13:27:34 +0800 2020,0,你也知道贱畜们的做法，屁股还能坐到牲口那一边去？
365,荒唐吉诃德,Sat Nov 21 13:27:23 +0800 2020,0,一边说女生要洁身自好不要走夜路不要穿得太暴露，一边见到让男孩子小心一点就暴跳如雷，男人啊。（图里两段想到了一大群线上线下认识的男性[摊手] http://t.cn/A6GHwOjx
366,安倍晴明199701,Sat Nov 21 13:25:46 +0800 2020,0,好办呀，离人远点，别让自己的包碰到别人[吃瓜]
367,古早味全糖去冰加奶盖,Sat Nov 21 13:25:04 +0800 2020,0,“这么麻烦”哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
368,橘瞄小卡,Sat Nov 21 13:21:56 +0800 2020,0,看见有些男性开始有点紧张，我倒是有点放心了[吃瓜]
369,小六月的水族馆,Sat Nov 21 13:21:20 +0800 2020,0,男孩子要洁身自好
370,时代度假酒店,Sat Nov 21 13:19:35 +0800 2020,0,大学毕业了吗，小孩
371,日落情人梦蔷薇,Sat Nov 21 13:19:26 +0800 2020,0,他们想性骚扰，所以根本不想按照上面的做
372,Chablis1869,Sat Nov 21 13:14:30 +0800 2020,0,这才对嘛，君子不立于危墙之下啊
373,Becky_在南极,Sat Nov 21 13:10:16 +0800 2020,0,没错，所以我不要孩子也不结婚[鼓掌]
374,去旅行忘记回来的Goblin,Sat Nov 21 13:07:29 +0800 2020,0,苍蝇不叮无缝蛋
375,Baneslayer2018,Sat Nov 21 13:03:07 +0800 2020,0,男的内部利益纠纷你个幕刃管啥？女拳运动都让男的滚远的你这么关心男的？我看你就是个个预备婚驴，吸管女，给男权社会输血，母伥。
376,炼狱-夺魄,Sat Nov 21 13:02:48 +0800 2020,0,税收对所有人都是一样的当然所有人都要缴纳，还有底层男人不算人，国家也根本不会考虑让穷人多生。婚姻制度也只是单纯的财产制度。主动权在有钱的一方。有钱有选择没钱没选择。跟生育一样，有钱可以不要孩子
377,Baneslayer2018,Sat Nov 21 13:00:54 +0800 2020,0,笑死我了，所以就分而治之啊，这样双方犯罪都分开统计多好，男女都是100%了啊。
